Language,Source,Date,Text
Korean,hankooki.com,2008/10/31,배우 소지섭(31)의 힙합 프로젝트 앨범 'G'(지)에 수록될 예정이었던 미공개 곡이 공개된다.
Korean,chosun.com,2011/05/06,이에 신지애는 “못 알아볼 줄 알았는데 들통났다”며 싫지 않은 표정을 지었다.
Korean,joinsmsn.com,2011/05/22,골프토토 게임 역시 발매취소가 상대적으로 많은 게임 중 하나다. 골프토토의 경우 지정선수 가운데 개인적인 사정으로 불참자가 나오거나 현지 기상 이변으로 인해 경기일정이 순연되는 경우에 발매취소가 종종 일어나게 된다.
Korean,sportsseoul.com,2010/04/14,서우의 자연스러운 매력이 돋보이는 예스의 이번 화보는 이달 초부터 패션 매거진과 옥외광고 등을 통해 만나볼 수 있다.
Korean,joinsmsn.com,2011/05/27,2002~2004 단국대학교 법학과 객원교수
Korean,chosun.com,2011/02/15,9. 다른 사람을 좋아하지 않을지라도 싫다는 표현을 못하고 어쩔 수 없이 그를 이해하려 노력한다.
Korean,chosun.com,2007/06/01,④ 그녀 방에 들어섰을 때 정말 깜짝 놀랐다. 맙소사. 천장 위에 울긋불긋 장미정원이 들어서 있었다. 모두 조화지만 진짜 장미인 냥 방 전체가 향기롭다.
Korean,donga.com,2002/03/11,"그러나 학급 내에 능력 차이가 있는 학생들이 함께 공부함으로써 수월성 교육이 어렵고 이로 인한, 학력저하, 학생의 학교선택 제한, 사립고의 자율성 제약 등에 대한 문제점도제기되고 있다."
Korean,donga.com,2002/09/26,"개봉을 앞둔 영화 ‘YMCA 야구단’에는 천연기념물인 학이 한 마리 등장합니다. 주인공 송강호가 학의 뒤를 따라가는 코믹한 장면인데요, 혹시 이 학도? 하는 생각에 영화사에 물어봤지요. 다행히 학은 귀한 동물이라 출연 ‘섭외’가 불가능해 동물원에서 걸어가는 모습을 찍은 뒤 컴퓨터그래픽으로 송강호 촬영 장면과 합성했답니다."
Korean,chosun.com,2009/08/27,"관객은 입장할 때 ""우리는 전우애로 굳게 뭉쳐진/ 책임을 다하는 방패들이다~""(군가 〈전우〉)를 듣는다. 일석점호도 노래가 됐다. ""세상엔 남자 여자만 있는 줄 알았는데 먼저 오신 분들과 늦게 온 놈만 있더라"" 같은 대사, 1식3찬1국의 '짬밥' 식판, 전방에 힘찬 함성 3초간 발사!, 우정의 무대, 포상휴가, 복명복창, 경계근무, 고문관, 고무신 거꾸로 신은 애인, 푸닥거리(얼차려), 맛스타, 초코파이…. 동성애 코드까지 군대 하면 떠오르는 것들을 다 재료로 썼다. '군바리'였던 남자에겐 추억의 풍경을, 여성 관객에겐 희극적 대리체험을 선물했다."
Korean,hankooki.com,2011/02/14,마이너스 대출과 일반 신용대출을 구분해 이용하는 것이 필요하다. 마이너스 대출은 일반 신용대출보다 금리가 높고 마이너스 상태가 계속되면 복리로 이자를 내는 결과가 되기 때문에 일정 기간만 자금이 필요하다면 일반 신용대출이 금리 면에서 유리하다.
Korean,dongponews.net,2011/05/23,미주지역 과학기술계에서 활동하면서 박사학위를 취득한 지 5년 미만인 한인들을 대상으로 1인당 1만 달러의 연구비를 지원하는 ‘박사 펠로우십 그랜트’는 올해 처음 실시돼 관심을 모았다.
Korean,chosun.com,2011/03/09,일본 도쿄(東京) 남쪽에 있는 개항 도시 요코하마(橫浜). 1859년 개항 후 152년이 지났지만 오래된 서양식 가로등 아래 고풍스러운 벤치에 앉아 시원한 바람을 맞으며 바다를 바라보노라면 유럽의 해안가에 앉아 있는 듯하다. 요코하마를 즐기는 최적의 방법은 외국인 거주지 야마테 언덕~상점가인 모토마치~항구 인근 야마시타~아름다운 스카이라인과 야경의 배경이 되는 미나토미라이 지구를 잇는 길을 천천히 걷는 것이다.
Korean,joongdo.co.kr,2009/11/26,실제 지난 2003년 홈플러스 동대전점이 문을 연 이후 동구지역의 수퍼마켓 54개가 문을 닫아 전체 70개의 수퍼마켓 가운데 16개만 남아 영업중이다.
Korean,dynews.co.kr,2010/07/27,제작진은 “도시적인 외모와 달리 털털한 성격과 깜찍 발랄한 모습을 가지고 있는 점이 ‘남녀탐구생활'의 ‘공감녀' 캐릭터에 잘 맞다고 판단했다”고 발탁 이유를 밝혔다.
Korean,khan.co.kr,2010/06/14,이운재에게선 ‘웃어야 한다’고 스스로 다그치는 느낌이 역력했다. 그래서 그에게 더욱 말을 걸기가 조심스러웠다.
Korean,chosun.com,2011/04/22,"02 마늘은 꼭지를 자르고, 대파는 어슷썰고, 청양고추는 잘게 채썬다."
